valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,popExtrapolation,totalConsultationsExtrapolation,incValue,prctConsultations,prct,trend,dataComplete
consultations,2017-W04,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,1601.5,18119.6,1365,198.68,2.64,7.1,stagnant,TRUE
consultations,2017-W04,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,7031.1,43663.3,3394,283.99,3.65,31,stagnant,TRUE
consultations,2017-W04,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,2188.4,15879.5,1499,396.74,4.2,9.7,falling,TRUE
consultations,2017-W04,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W05,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,22350.6,163985.7,12597,263.44,3.43,100,stagnant,TRUE
consultations,2017-W05,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,3578.2,32334.4,2437,197.93,2.63,15.9,falling,TRUE
consultations,2017-W05,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,4718.2,28581.2,2076,332.39,4.58,21,rising,TRUE
consultations,2017-W05,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,4184.7,25850.3,2023,294,3.76,18.6,stagnant,TRUE
consultations,2017-W05,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,1167.9,20704.8,1529,144.89,1.96,5.2,falling,TRUE
consultations,2017-W05,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,7072.9,40955.5,3097,285.68,3.78,31.4,stagnant,TRUE
consultations,2017-W05,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,1772.6,15559.5,1435,321.35,3.48,7.9,falling,TRUE
consultations,2017-W05,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W06,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,17351.7,167218.6,12681,204.52,2.7,100,falling,TRUE
consultations,2017-W06,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,2931.7,33914.6,2518,162.17,2.18,17.2,falling,TRUE
consultations,2017-W06,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,3317.1,29528,2141,233.68,3.22,19.5,falling,TRUE
consultations,2017-W06,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,2348.2,26670,2066,164.98,2.13,13.8,falling,TRUE
consultations,2017-W06,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,1712.3,21184.4,1530,212.42,2.94,10,stagnant,TRUE
consultations,2017-W06,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,5112.6,40677.9,3040,206.5,2.76,30,falling,TRUE
consultations,2017-W06,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,1628.3,15243.8,1386,295.2,3.25,9.6,stagnant,TRUE
consultations,2017-W06,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W07,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,10231,166679.6,12400,120.59,1.62,100,falling,TRUE
consultations,2017-W07,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,1842.7,33355.3,2435,101.93,1.4,18.3,falling,TRUE
consultations,2017-W07,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,1867.3,30407.7,2152,131.55,1.86,18.6,falling,TRUE
consultations,2017-W07,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,1121.5,25383.7,1921,78.79,1.04,11.1,falling,TRUE
consultations,2017-W07,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,1104.4,19707.1,1405,137.01,1.92,11,stagnant,TRUE
consultations,2017-W07,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,3285.7,40691.2,2954,132.71,1.83,32.7,falling,TRUE
consultations,2017-W07,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,837,17134.7,1533,151.74,1.7,8.3,falling,TRUE
consultations,2017-W07,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W08,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,6115.4,162316.5,12187,72.08,0.96,100,falling,TRUE
consultations,2017-W08,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,1099.5,34529.1,2517,60.82,0.83,18.4,falling,TRUE
consultations,2017-W08,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,916.4,32529.5,2298,64.56,0.91,15.3,falling,TRUE
consultations,2017-W08,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,720.6,25675.3,1952,50.63,0.67,12,falling,TRUE
consultations,2017-W08,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,598.1,13476.8,972,74.2,1.03,10,falling,TRUE
consultations,2017-W08,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,2006.6,38246,2833,81.05,1.09,33.5,falling,TRUE
consultations,2017-W08,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,648.6,17860,1615,117.58,1.3,10.8,falling,TRUE
consultations,2017-W08,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W09,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,4875,146178.7,10580,57.46,0.79,100,falling,TRUE
consultations,2017-W09,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,1159.3,31188.7,2229,64.13,0.9,23.7,stagnant,TRUE
consultations,2017-W09,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,612.5,25490.8,1713,43.15,0.64,12.5,falling,TRUE
consultations,2017-W09,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,487.2,23372.5,1734,34.23,0.46,10,falling,TRUE
consultations,2017-W09,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,207,11680,827,25.68,0.36,4.2,falling,TRUE
consultations,2017-W09,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,1197.8,45473.8,3292,48.38,0.67,24.5,falling,TRUE
consultations,2017-W09,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,1229.5,8972.9,785,222.89,2.55,25.1,rising,TRUE
consultations,2017-W09,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W10,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,3369,153604.4,11345,39.71,0.54,100,falling,TRUE
consultations,2017-W10,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,917.3,31536,2272,50.74,0.7,28,falling,TRUE
consultations,2017-W10,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,548.2,28484.3,1948,38.62,0.56,16.7,falling,TRUE
consultations,2017-W10,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,484.4,14695,1102,34.03,0.45,14.8,stagnant,TRUE
consultations,2017-W10,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,266.6,18135.5,1295,33.08,0.46,8.1,stagnant,TRUE
consultations,2017-W10,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,733.3,43896.3,3221,29.62,0.4,22.4,falling,TRUE
consultations,2017-W10,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,327.2,16857.3,1507,59.32,0.66,10,falling,TRUE
consultations,2017-W10,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W11,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,1825.8,162622.8,12538,21.52,0.28,100,falling,TRUE
consultations,2017-W11,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,642,33789.4,2545,35.51,0.47,34.6,falling,TRUE
consultations,2017-W11,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,445,28705.1,2062,31.35,0.44,24,falling,TRUE
consultations,2017-W11,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,331.5,25764.3,2021,23.29,0.3,17.9,falling,TRUE
consultations,2017-W11,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,46.5,17318.2,1291,5.77,0.08,2.5,falling,TRUE
consultations,2017-W11,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,355.8,41756.3,3193,14.37,0.19,19.2,falling,TRUE
consultations,2017-W11,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,36.1,15289.6,1426,6.54,0.07,1.9,falling,TRUE
consultations,2017-W11,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W12,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,1153,169300.2,12524,13.59,0.18,100,falling,TRUE
consultations,2017-W12,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,649.4,33407,2418,35.92,0.5,54.9,stagnant,TRUE
consultations,2017-W12,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,45.6,31193.2,2161,3.21,0.05,3.9,falling,TRUE
consultations,2017-W12,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,274.6,25919,1948,19.29,0.26,23.2,falling,TRUE
consultations,2017-W12,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,87.8,18366.4,1312,10.89,0.15,7.4,stagnant,TRUE
consultations,2017-W12,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,55.2,44890.2,3296,2.23,0.03,4.7,falling,TRUE
consultations,2017-W12,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,71,15524.4,1389,12.88,0.14,6,stagnant,TRUE
consultations,2017-W12,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W13,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,728.8,186335.2,12922,8.59,0.12,100,falling,TRUE
consultations,2017-W13,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,395.5,31998.6,2174,21.88,0.32,53.3,falling,TRUE
consultations,2017-W13,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,82.2,34555.1,2221,5.79,0.09,11.1,stagnant,TRUE
consultations,2017-W13,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,47,30306.5,2132,3.3,0.05,6.3,falling,TRUE
consultations,2017-W13,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,104.2,23206,1557,12.93,0.19,14,rising,TRUE
consultations,2017-W13,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,51,48634,3356,2.06,0.03,6.9,stagnant,TRUE
consultations,2017-W13,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,62.6,17634.9,1482,11.34,0.13,8.4,stagnant,TRUE
consultations,2017-W13,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W14,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,567.6,194286.3,13043,6.69,0.1,100,falling,TRUE
consultations,2017-W14,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,137.9,39327.8,2582,7.63,0.12,25.4,falling,TRUE
consultations,2017-W14,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,156.4,36292.4,2266,11.02,0.18,28.8,rising,TRUE
consultations,2017-W14,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,27222.4,1844,0,0,0,falling,TRUE
consultations,2017-W14,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,70.7,22815.9,1483,8.77,0.13,13,falling,TRUE
consultations,2017-W14,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,148.8,49928.7,3343,6.01,0.09,27.4,rising,TRUE
consultations,2017-W14,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,29.5,18699.1,1525,5.35,0.07,5.4,falling,TRUE
consultations,2017-W14,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W15,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,117.9,144141.4,9550,1.39,0.02,100,falling,TRUE
consultations,2017-W15,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,0,23893.4,1542,0,0,0,falling,TRUE
consultations,2017-W15,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,0,27262,1653,0,0,0,falling,TRUE
consultations,2017-W15,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,20138.7,1343,0,0,0,falling,TRUE
consultations,2017-W15,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,38.4,21021.2,1349,4.76,0.07,53.5,falling,TRUE
consultations,2017-W15,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,0,35332.9,2336,0,0,0,falling,TRUE
consultations,2017-W15,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,33.4,16493.2,1327,6.06,0.08,46.5,stagnant,TRUE
consultations,2017-W15,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W16,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,201.9,126119.8,7743,2.38,0.04,100,stagnant,TRUE
consultations,2017-W16,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,134.5,26889.8,1617,7.44,0.12,70.9,stagnant,TRUE
consultations,2017-W16,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,55.2,25700.6,1473,3.89,0.07,29.1,stagnant,TRUE
consultations,2017-W16,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,22110.6,1407,0,0,0,falling,TRUE
consultations,2017-W16,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,0,18043.2,1085,0,0,0,falling,TRUE
consultations,2017-W16,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,0,25999.5,1606,0,0,0,falling,TRUE
consultations,2017-W16,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,0,7376.1,555,0,0,0,falling,TRUE
consultations,2017-W16,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W17,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,237.6,178647.5,11606,2.8,0.04,100,rising,TRUE
consultations,2017-W17,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,48.6,37159.5,2351,2.69,0.04,20.5,stagnant,TRUE
consultations,2017-W17,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,0,35560.3,2168,0,0,0,falling,TRUE
consultations,2017-W17,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,147.2,29023.2,1906,10.34,0.16,62,rising,TRUE
consultations,2017-W17,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,41.8,19251.3,1222,5.19,0.08,17.6,stagnant,TRUE
consultations,2017-W17,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,0,42119.8,2732,0,0,0,falling,TRUE
consultations,2017-W17,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,0,15533.4,1227,0,0,0,falling,TRUE
consultations,2017-W17,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W18,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,201.1,168574.9,10924,2.37,0.04,100,stagnant,TRUE
consultations,2017-W18,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,109.7,32964.2,2089,6.07,0.1,53.1,stagnant,TRUE
consultations,2017-W18,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,0,34018.6,2048,0,0,0,falling,TRUE
consultations,2017-W18,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,24870,1634,0,0,0,falling,TRUE
consultations,2017-W18,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,0,20071.3,1262,0,0,0,falling,TRUE
consultations,2017-W18,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,59.2,41915,2725,2.39,0.04,28.7,rising,TRUE
consultations,2017-W18,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,37.5,14735.9,1166,6.79,0.09,18.2,rising,TRUE
consultations,2017-W18,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W19,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,190.9,177971.7,12346,2.25,0.03,100,stagnant,TRUE
consultations,2017-W19,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,53.3,33875.3,2291,2.95,0.04,28,stagnant,TRUE
consultations,2017-W19,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,84.6,33572,2170,5.96,0.09,44.4,rising,TRUE
consultations,2017-W19,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,27346.3,1919,0,0,0,falling,TRUE
consultations,2017-W19,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,0,18515.7,1240,0,0,0,falling,TRUE
consultations,2017-W19,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,52.7,46908.2,3235,2.13,0.03,27.6,stagnant,TRUE
consultations,2017-W19,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,0,17754.3,1491,0,0,0,falling,TRUE
consultations,2017-W19,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W20,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,149.3,170518,11896,1.76,0.03,100,falling,TRUE
consultations,2017-W20,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,114.4,31591.2,2145,6.33,0.09,73.3,stagnant,TRUE
consultations,2017-W20,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,0,32416.8,2104,0,0,0,falling,TRUE
consultations,2017-W20,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,27325.9,1935,0,0,0,falling,TRUE
consultations,2017-W20,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,41.7,19339,1307,5.17,0.08,26.7,rising,TRUE
consultations,2017-W20,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,0,43581.3,3030,0,0,0,falling,TRUE
consultations,2017-W20,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,0,16263.7,1375,0,0,0,falling,TRUE
consultations,2017-W20,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W21,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,123.9,137435.5,9086,1.46,0.02,100,falling,TRUE
consultations,2017-W21,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,164.7,21949.6,1411,9.11,0.14,100,rising,TRUE
consultations,2017-W21,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,0,26131.7,1617,0,0,0,falling,TRUE
consultations,2017-W21,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,21927.4,1471,0,0,0,falling,TRUE
consultations,2017-W21,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,0,19860.4,1269,0,0,0,falling,TRUE
consultations,2017-W21,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,0,33540.1,2198,0,0,0,falling,TRUE
consultations,2017-W21,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,0,14026.1,1120,0,0,0,falling,TRUE
consultations,2017-W21,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W22,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,50.9,167718.9,11404,0.6,0.01,100,falling,TRUE
consultations,2017-W22,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,0,30563,2021,0,0,0,falling,TRUE
consultations,2017-W22,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,0,29848.8,1891,0,0,0,falling,TRUE
consultations,2017-W22,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,27204,1871,0,0,0,falling,TRUE
consultations,2017-W22,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,34.6,23292.9,1529,4.29,0.07,100,stagnant,TRUE
consultations,2017-W22,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,0,39445.2,2667,0,0,0,falling,TRUE
consultations,2017-W22,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,0,17365,1425,0,0,0,falling,TRUE
consultations,2017-W22,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W23,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,59.4,143703.8,10099,0.7,0.01,100,stagnant,TRUE
